level,category,word,kana,romaji,pos,meaning_zh,example,example_zh
N4,名詞：日常・物・場所（補充・N4）,屋根,やね,yane,名,屋頂,屋根（やね）の上（うえ）に猫（ねこ）がいます。,屋頂上有貓。
N4,名詞：日常・物・場所（補充・N4）,天井,てんじょう,tenjō,名,天花板,この部屋（へや）は天井（てんじょう）が高（たか）いです。,這個房間天花板很高。
N4,名詞：日常・物・場所（補充・N4）,床,ゆか,yuka,名,地板,床（ゆか）をきれいに拭（ふ）きます。,把地板擦乾淨。
N4,名詞：日常・物・場所（補充・N4）,壁,かべ,kabe,名,牆壁,壁（かべ）に絵（え）をかけます。,在牆上掛畫。
N4,名詞：日常・物・場所（補充・N4）,柱,はしら,hashira,名,柱子,この柱（はしら）は木（き）でできています。,這根柱子是木頭做的。
N4,名詞：日常・物・場所（補充・N4）,非常口,ひじょうぐち,hijōguchi,名,緊急出口,非常口（ひじょうぐち）はあちらです。,緊急出口在那邊。
N4,名詞：日常・物・場所（補充・N4）,泡,あわ,awa,名,泡沫,石鹸（せっけん）の泡（あわ）で手（て）を洗（あら）います。,用肥皂的泡沫洗手。
N4,名詞：日常・物・場所（補充・N4）,粉,こな,kona,名,粉末,小麦（こむぎ）の粉（こな）でパンを作（つく）ります。,用小麥粉做麵包。
N4,名詞：日常・物・場所（補充・N4）,粒,つぶ,tsubu,名,顆粒,この米（こめ）は粒（つぶ）が大（おお）きいです。,這種米的米粒很大。
N4,名詞：日常・物・場所（補充・N4）,塊,かたまり,katamari,名,塊,氷（こおり）の塊（かたまり）が浮（う）いています。,冰塊漂浮著。
N4,名詞：日常・物・場所（補充・N4）,液体,えきたい,ekitai,名,液體,水（みず）は液体（えきたい）です。,水是液體。
N4,名詞：日常・物・場所（補充・N4）,固体,こたい,kotai,名,固體,氷（こおり）は固体（こたい）です。,冰是固體。
N4,名詞：日常・物・場所（補充・N4）,気体,きたい,kitai,名,氣體,空気（くうき）は気体（きたい）です。,空氣是氣體。
N4,名詞：日常・物・場所（補充・N4）,酸素,さんそ,sanso,名,氧氣,人（ひと）は酸素（さんそ）がないと生（い）きられません。,人沒有氧氣就活不下去。
N4,名詞：日常・物・場所（補充・N4）,水素,すいそ,suiso,名,氫氣,水（みず）は水素（すいそ）と酸素（さんそ）からできています。,水由氫和氧構成。
N4,名詞：日常・物・場所（補充・N4）,炭,すみ,sumi,名,木炭,炭（すみ）で肉（にく）を焼（や）きます。,用木炭烤肉。
N4,名詞：日常・物・場所（補充・N4）,炭素,たんそ,tanso,名,碳,ダイヤモンドは炭素（たんそ）からできています。,鑽石由碳構成。
N4,名詞：日常・物・場所（補充・N4）,銀,ぎん,gin,名,銀,この指輪（ゆびわ）は銀（ぎん）でできています。,這只戒指是銀做的。
N4,名詞：日常・物・場所（補充・N4）,銅,どう,dō,名,銅,十円玉（じゅうえんだま）は銅（どう）でできています。,十日圓硬幣是銅做的。
N4,名詞：日常・物・場所（補充・N4）,鉄,てつ,tetsu,名,鐵,この橋（はし）は鉄（てつ）でできています。,這座橋是鐵做的。
N4,名詞：日常・物・場所（補充・N4）,石油,せきゆ,sekiyu,名,石油,石油（せきゆ）の値段（ねだん）が上（あ）がりました。,石油的價格上漲了。
N4,名詞：日常・物・場所（補充・N4）,石炭,せきたん,sekitan,名,煤炭,昔（むかし）は石炭（せきたん）で電気（でんき）を作（つく）りました。,以前用煤炭發電。
N4,名詞：日常・物・場所（補充・N4）,電池,でんち,denchi,名,電池,時計（とけい）の電池（でんち）が切（き）れました。,時鐘的電池沒電了。
N4,名詞：日常・物・場所（補充・N4）,電球,でんきゅう,denkyū,名,電燈泡,電球（でんきゅう）が切（き）れたので、新（あたら）しいのに換（か）えます。,電燈泡壞了，所以換新的。
N4,名詞：日常・物・場所（補充・N4）,針金,はりがね,harigane,名,鐵絲,針金（はりがね）を曲（ま）げて形（かたち）を作（つく）ります。,把鐵絲彎折做出形狀。
N4,名詞：日常・物・場所（補充・N4）,糸,いと,ito,名,線,針（はり）に糸（いと）を通（とお）します。,把線穿過針。
N4,名詞：日常・物・場所（補充・N4）,綱,つな,tsuna,名,粗繩,綱（つな）を引（ひ）いて船（ふね）を止（と）めます。,拉繩子把船停住。
N4,名詞：日常・物・場所（補充・N4）,紐,ひも,himo,名,細繩、帶子,靴（くつ）の紐（ひも）を結（むす）びます。,綁鞋帶。
N4,名詞：日常・物・場所（補充・N4）,包み,つつみ,tsutsumi,名,包裹,机（つくえ）の上（うえ）に包（つつ）みがあります。,桌上有個包裹。
N4,名詞：日常・物・場所（補充・N4）,栓,せん,sen,名,塞子、瓶塞,ワインの栓（せん）を抜（ぬ）きます。,拔掉紅酒的瓶塞。
N4,名詞：日常・物・場所（補充・N4）,ビル,ビル,biru,名,大樓,駅（えき）の前（まえ）に高（たか）いビルがあります。,車站前有高樓。
N4,名詞：日常・物・場所（補充・N4）,マンション,マンション,manshon,名,（高級）公寓大廈,新（あたら）しいマンションに引（ひ）っ越（こ）しました。,搬到了新的公寓大廈。
N4,名詞：日常・物・場所（補充・N4）,住宅,じゅうたく,jūtaku,名,住宅,この辺（へん）は静（しず）かな住宅（じゅうたく）街（がい）です。,這一帶是安靜的住宅區。
N4,名詞：日常・物・場所（補充・N4）,家具,かぐ,kagu,名,家具,新（あたら）しい家具（かぐ）を買（か）いました。,買了新家具。
N4,名詞：日常・物・場所（補充・N4）,布,ぬの,nuno,名,布,この布（ぬの）でスカートを作（つく）ります。,用這塊布做裙子。
N4,名詞：日常・物・場所（補充・N4）,綿,わた,wata,名,棉花,この枕（まくら）には綿（わた）が入（はい）っています。,這個枕頭裡塞了棉花。
N4,名詞：日常・物・場所（補充・N4）,革,かわ,kawa,名,皮革,この靴（くつ）は革（かわ）でできています。,這雙鞋是皮革做的。
N4,名詞：日常・物・場所（補充・N4）,ガラス,ガラス,garasu,名,玻璃,窓（まど）のガラスが割（わ）れました。,窗戶的玻璃破了。
N4,名詞：日常・物・場所（補充・N4）,プラスチック,プラスチック,purasuchikku,名,塑膠,このコップはプラスチックでできています。,這個杯子是塑膠做的。
N4,名詞：日常・物・場所（補充・N4）,ゴム,ゴム,gomu,名,橡膠、橡皮筋,髪（かみ）をゴムで結（むす）びます。,用橡皮筋綁頭髮。
N4,名詞：日常・物・場所（補充・N4）,板,いた,ita,名,板子、木板,木（き）の板（いた）で棚（たな）を作（つく）ります。,用木板做架子。
N4,名詞：日常・物・場所（補充・N4）,棒,ぼう,bō,名,棒子、棍子,棒（ぼう）で地面（じめん）に絵（え）をかきます。,用棍子在地上畫畫。
N4,名詞：日常・物・場所（補充・N4）,針,はり,hari,名,針,針（はり）で指（ゆび）を刺（さ）しました。,被針刺到手指。
N4,名詞：日常・物・場所（補充・N4）,廊下,ろうか,rōka,名,走廊,廊下（ろうか）を走（はし）ってはいけません。,不可以在走廊奔跑。
N4,名詞：日常・物・場所（補充・N4）,物置,ものおき,monooki,名,儲藏室,使（つか）わない物（もの）を物置（ものおき）にしまいます。,把不用的東西收進儲藏室。
N4,名詞：日常・物・場所（補充・N4）,車庫,しゃこ,shako,名,車庫,車（くるま）を車庫（しゃこ）に入（い）れます。,把車停進車庫。
N4,名詞：日常・物・場所（補充・N4）,歩道,ほどう,hodō,名,人行道,歩道（ほどう）を歩（ある）きましょう。,走人行道吧。
N4,名詞：日常・物・場所（補充・N4）,街,まち,machi,名,街道、市街,夜（よる）の街（まち）はとてもきれいです。,夜晚的街道非常漂亮。
N4,名詞：日常・物・場所（補充・N4）,街灯,がいとう,gaitō,名,路燈,夜（よる）になると街灯（がいとう）がつきます。,到了晚上路燈就亮了。
N4,名詞：日常・物・場所（補充・N4）,郊外,こうがい,kōgai,名,郊外、郊區,郊外（こうがい）に新（あたら）しい家（いえ）を建（た）てました。,在郊區蓋了新家。
N4,名詞：日常・物・場所（補充・N4）,都市,とし,toshi,名,都市、城市,東京（とうきょう）は大（おお）きな都市（とし）です。,東京是大城市。
N4,名詞：日常・物・場所（補充・N4）,花火,はなび,hanabi,名,煙火,夏（なつ）の夜（よる）に花火（はなび）を見（み）ました。,夏夜看了煙火。
N4,名詞：日常・物・場所（補充・N4）,花瓶,かびん,kabin,名,花瓶,花瓶（かびん）に花（はな）を生（い）けます。,在花瓶裡插花。
N4,名詞：日常・物・場所（補充・N4）,洗面所,せんめんじょ,senmenjo,名,盥洗室,洗面所（せんめんじょ）で顔（かお）を洗（あら）います。,在盥洗室洗臉。
N4,名詞：日常・物・場所（補充・N4）,屋台,やたい,yatai,名,路邊攤、攤販,お祭（まつ）りで屋台（やたい）のやきそばを食（た）べました。,在祭典吃了攤販的炒麵。
N4,名詞：日常・物・場所（補充・N4）,席,せき,seki,名,座位,この席（せき）は空（あ）いていますか。,這個座位有人嗎？
N4,名詞：日常・物・場所（補充・N4）,地面,じめん,jimen,名,地面,雨（あめ）で地面（じめん）が濡（ぬ）れています。,地面因下雨而濕了。
N4,名詞：日常・物・場所（補充・N4）,中央,ちゅうおう,chūō,名,中央、中間,公園（こうえん）の中央（ちゅうおう）に大（おお）きな木（き）があります。,公園中央有棵大樹。
N4,動詞（補充・N4）,握る,にぎる,nigiru,動I,握、抓,手（て）をしっかり握（にぎ）ってください。,請緊緊握住手。
N4,動詞（補充・N4）,畳む,たたむ,tatamu,動I,摺疊,洗濯物（せんたくもの）を畳（たた）みます。,摺疊洗好的衣物。
N4,動詞（補充・N4）,配る,くばる,kubaru,動I,分發、分配,先生（せんせい）がプリントを配（くば）りました。,老師發了講義。
N4,動詞（補充・N4）,驚く,おどろく,odoroku,動I,驚訝、吃驚,急（きゅう）な音（おと）に驚（おどろ）きました。,被突然的聲音嚇了一跳。
N4,動詞（補充・N4）,悲しむ,かなしむ,kanashimu,動I,悲傷,彼女（かのじょ）は犬（いぬ）が死（し）んで悲（かな）しんでいます。,她因為狗死了而傷心。
N4,動詞（補充・N4）,慌てる,あわてる,awateru,動II,慌張,慌（あわ）てないで、ゆっくり話（はな）してください。,別慌，請慢慢說。
N4,動詞（補充・N4）,迷う,まよう,mayou,動I,迷路、猶豫,道（みち）に迷（まよ）ってしまいました。,我迷路了。
N4,動詞（補充・N4）,悩む,なやむ,nayamu,動I,煩惱,進路（しんろ）のことで悩（なや）んでいます。,我正為出路的事煩惱。
N4,動詞（補充・N4）,暮らす,くらす,kurasu,動I,生活、過日子,家族（かぞく）と一緒（いっしょ）に暮（く）らしています。,我和家人一起生活。
N4,動詞（補充・N4）,過ごす,すごす,sugosu,動I,度過,休（やす）みは家（いえ）でのんびり過（す）ごしました。,假日在家悠閒地度過。
N4,動詞（補充・N4）,寄る,よる,yoru,動I,順道去、靠近,帰（かえ）りにスーパーに寄（よ）ります。,回家路上順道去超市。
N4,動詞（補充・N4）,蹴る,ける,keru,動I,踢,子（こ）どもがボールを蹴（け）りました。,小孩踢了球。
N4,動詞（補充・N4）,沈む,しずむ,shizumu,動I,下沉,太陽（たいよう）が海（うみ）に沈（しず）みます。,太陽沉入海中。
N4,動詞（補充・N4）,浮く,うく,uku,動I,漂浮,木（き）の葉（は）が水（みず）に浮（う）いています。,樹葉漂在水面上。
N4,動詞（補充・N4）,煮る,にる,niru,動II,燉、煮,野菜（やさい）をやわらかく煮（に）ます。,把蔬菜煮軟。
N4,動詞（補充・N4）,茹でる,ゆでる,yuderu,動II,汆燙、水煮,卵（たまご）を茹（ゆ）でました。,我煮了蛋。
N4,動詞（補充・N4）,混ぜる,まぜる,mazeru,動II,攪拌、混合,卵（たまご）と砂糖（さとう）を混（ま）ぜます。,把蛋和砂糖混合。
N4,動詞（補充・N4）,注ぐ,そそぐ,sosogu,動I,注入、倒,コップに水（みず）を注（そそ）ぎます。,把水倒進杯子裡。
N4,動詞（補充・N4）,掃く,はく,haku,動I,掃,ほうきで庭（にわ）を掃（は）きます。,用掃把掃院子。
N4,動詞（補充・N4）,飾る,かざる,kazaru,動I,裝飾,部屋（へや）に花（はな）を飾（かざ）りました。,在房間裡擺了花裝飾。
N4,動詞（補充・N4）,逃げる,にげる,nigeru,動II,逃跑,泥棒（どろぼう）が走（はし）って逃（に）げました。,小偷跑著逃走了。
N4,動詞（補充・N4）,隠れる,かくれる,kakureru,動II,躲藏,猫（ねこ）が机（つくえ）の下（した）に隠（かく）れています。,貓躲在桌子底下。
N4,動詞（補充・N4）,付き合う,つきあう,tsukiau,動I,交往、陪同,買（か）い物（もの）に付（つ）き合（あ）ってください。,請陪我去買東西。
N4,動詞（補充・N4）,殴る,なぐる,naguru,動I,毆打,人（ひと）を殴（なぐ）ってはいけません。,不可以打人。
N4,動詞（補充・N4）,頑張る,がんばる,ganbaru,動I,努力、加油,試験（しけん）のために頑張（がんば）ります。,為了考試我會努力。
N4,動詞（補充・N4）,見える,みえる,mieru,動II,看得見,ここから海（うみ）が見（み）えます。,從這裡看得見海。
N4,動詞（補充・N4）,聞こえる,きこえる,kikoeru,動II,聽得見,鳥（とり）の声（こえ）が聞（き）こえます。,聽得見鳥叫聲。
N4,動詞（補充・N4）,増やす,ふやす,fuyasu,動I,增加,貯金（ちょきん）を少（すこ）しずつ増（ふ）やします。,一點一點地增加存款。
N4,動詞（補充・N4）,減らす,へらす,herasu,動I,減少,甘（あま）いものを減（へ）らします。,減少甜食。
N4,動詞（補充・N4）,減る,へる,heru,動I,減少、餓,お腹（なか）が減（へ）りました。,我肚子餓了。
N4,動詞（補充・N4）,続く,つづく,tsuzuku,動I,持續、繼續,雨（あめ）が三日（みっか）続（つづ）いています。,雨已經持續下了三天。
N4,動詞（補充・N4）,始める,はじめる,hajimeru,動II,開始,来月（らいげつ）から日本語（にほんご）の勉強（べんきょう）を始（はじ）めます。,從下個月開始學日語。
N4,動詞（補充・N4）,変える,かえる,kaeru,動II,改變,部屋（へや）の家具（かぐ）の場所（ばしょ）を変（か）えました。,我改變了房間家具的位置。
N4,動詞（補充・N4）,間違える,まちがえる,machigaeru,動II,弄錯,電話番号（でんわばんごう）を間違（まちが）えました。,我弄錯了電話號碼。
N4,動詞（補充・N4）,動かす,うごかす,ugokasu,動I,移動、活動,この机（つくえ）を右（みぎ）に動（うご）かしてください。,請把這張桌子往右移。
N4,動詞（補充・N4）,壊す,こわす,kowasu,動I,弄壞,弟（おとうと）がおもちゃを壊（こわ）しました。,弟弟弄壞了玩具。
N4,動詞（補充・N4）,泊まる,とまる,tomaru,動I,住宿、過夜,今夜（こんや）はホテルに泊（と）まります。,今晚住飯店。
N4,動詞（補充・N4）,眠る,ねむる,nemuru,動I,睡覺,赤（あか）ちゃんがぐっすり眠（ねむ）っています。,嬰兒睡得很熟。
N4,動詞（補充・N4）,引っ越す,ひっこす,hikkosu,動I,搬家,来月（らいげつ）、新（あたら）しい家（いえ）に引（ひ）っ越（こ）します。,下個月要搬到新家。
N4,動詞（補充・N4）,踊る,おどる,odoru,動I,跳舞,みんなで楽（たの）しく踊（おど）りました。,大家開心地跳了舞。
N4,動詞（補充・N4）,転ぶ,ころぶ,korobu,動I,跌倒,道（みち）で転（ころ）んでけがをしました。,在路上跌倒受傷了。
N4,動詞（補充・N4）,打つ,うつ,utsu,動I,打、敲,メールを打（う）つのに時間（じかん）がかかります。,打電子郵件很花時間。
N4,動詞（補充・N4）,確かめる,たしかめる,tashikameru,動II,確認、查明,時間（じかん）をもう一度（いちど）確（たし）かめます。,再確認一次時間。
N4,動詞（補充・N4）,感じる,かんじる,kanjiru,動II,感覺,秋（あき）になって涼（すず）しく感（かん）じます。,到了秋天覺得涼爽。
N4,動詞（補充・N4）,信じる,しんじる,shinjiru,動II,相信,私（わたし）は彼（かれ）の話（はなし）を信（しん）じます。,我相信他說的話。
N4,動詞（補充・N4）,考える,かんがえる,kangaeru,動II,思考、考慮,将来（しょうらい）のことをよく考（かんが）えます。,好好思考將來的事。
N4,動詞（補充・N4）,気づく,きづく,kizuku,動I,察覺、注意到,財布（さいふ）を忘（わす）れたことに気（き）づきました。,我發現忘了帶錢包。
N4,動詞（補充・N4）,楽しむ,たのしむ,tanoshimu,動I,享受,友（とも）だちと旅行（りょこう）を楽（たの）しみました。,和朋友享受了旅行。
N4,動詞（補充・N4）,干す,ほす,hosu,動I,曬、晾,天気（てんき）がいいので布団（ふとん）を干（ほ）します。,天氣好所以曬棉被。
N4,動詞（補充・N4）,叩く,たたく,tataku,動I,敲、拍打,ドアを叩（たた）く音（おと）が聞（き）こえます。,聽得見敲門的聲音。
N4,動詞（補充・N4）,願う,ねがう,negau,動I,祈願、希望,家族（かぞく）の健康（けんこう）を願（ねが）っています。,祈求家人健康。
N4,動詞（補充・N4）,祈る,いのる,inoru,動I,祈禱、祝願,成功（せいこう）を祈（いの）っています。,祝你成功。
N4,動詞（補充・N4）,足りる,たりる,tariru,動II,足夠,お金（かね）が足（た）りません。,錢不夠。
N4,動詞（補充・N4）,助かる,たすかる,tasukaru,動I,得救、幫上忙,手伝（てつだ）ってくれて助（たす）かりました。,你幫我忙真是幫了大忙。
N4,動詞（補充・N4）,閉じる,とじる,tojiru,動II,閉上、關閉,本（ほん）を閉（と）じて目（め）をつぶります。,合上書閉上眼睛。
N4,動詞（補充・N4）,分ける,わける,wakeru,動II,分開、分配,ケーキを三（みっ）つに分（わ）けます。,把蛋糕分成三份。
N4,動詞（補充・N4）,飼う,かう,kau,動I,飼養,家（いえ）で猫（ねこ）を飼（か）っています。,我家養貓。
N4,動詞（補充・N4）,釣る,つる,tsuru,動I,釣,川（かわ）で魚（さかな）を釣（つ）りました。,在河邊釣到了魚。
N4,動詞（補充・N4）,焼ける,やける,yakeru,動II,烤好、燒起來,パンがおいしそうに焼（や）けました。,麵包烤得看起來很好吃。
N4,動詞（補充・N4）,着替える,きがえる,kigaeru,動II,換衣服,家（いえ）に帰（かえ）って服（ふく）を着替（きが）えます。,回家後換衣服。
N4,動詞（補充・N4）,守る,まもる,mamoru,動I,遵守、保護,約束（やくそく）は必（かなら）ず守（まも）ります。,一定會遵守約定。
N4,動詞（補充・N4）,勝つ,かつ,katsu,動I,贏、獲勝,試合（しあい）に勝（か）ってうれしいです。,比賽贏了很開心。
N4,動詞（補充・N4）,負ける,まける,makeru,動II,輸、敗,昨日（きのう）の試合（しあい）に負（ま）けました。,昨天的比賽輸了。
N4,い形容詞・な形容詞（補充・N4）,ずるい,ずるい,zurui,い形,狡猾、耍賴,そんなやり方（かた）はずるいです。,那種做法太狡猾了。
N4,い形容詞・な形容詞（補充・N4）,おかしい,おかしい,okashii,い形,奇怪、可笑,この機械（きかい）の音（おと）が少（すこ）しおかしいです。,這台機器的聲音有點奇怪。
N4,い形容詞・な形容詞（補充・N4）,すごい,すごい,sugoi,い形,厲害、驚人,彼（かれ）の日本語（にほんご）はすごいです。,他的日語很厲害。
N4,い形容詞・な形容詞（補充・N4）,かゆい,かゆい,kayui,い形,癢,背中（せなか）がかゆいです。,背很癢。
N4,い形容詞・な形容詞（補充・N4）,臭い,くさい,kusai,い形,臭,この魚（さかな）はもう臭（くさ）いです。,這條魚已經臭了。
N4,い形容詞・な形容詞（補充・N4）,うるさい,うるさい,urusai,い形,吵鬧、囉嗦,外（そと）がうるさくて眠（ねむ）れません。,外面很吵睡不著。
N4,い形容詞・な形容詞（補充・N4）,丸い,まるい,marui,い形,圓的,丸（まる）いテーブルを買（か）いました。,買了圓形的桌子。
N4,い形容詞・な形容詞（補充・N4）,四角い,しかくい,shikakui,い形,四方形的,四角（しかく）い箱（はこ）に入（い）れます。,裝進四方形的盒子裡。
N4,い形容詞・な形容詞（補充・N4）,酸っぱい,すっぱい,suppai,い形,酸的,このみかんは酸（す）っぱいです。,這個橘子很酸。
N4,い形容詞・な形容詞（補充・N4）,親しい,したしい,shitashii,い形,親近的,彼（かれ）とは親（した）しい友（とも）だちです。,我和他是親近的朋友。
N4,い形容詞・な形容詞（補充・N4）,蒸し暑い,むしあつい,mushiatsui,い形,悶熱的,今日（きょう）はとても蒸（む）し暑（あつ）いです。,今天非常悶熱。
N4,い形容詞・な形容詞（補充・N4）,おとなしい,おとなしい,otonashii,い形,老實、文靜,あの子（こ）はとてもおとなしいです。,那孩子很文靜。
N4,い形容詞・な形容詞（補充・N4）,豊か,ゆたか,yutaka,な形,豐富、富裕,この国（くに）は自然（しぜん）が豊（ゆた）かです。,這個國家自然資源豐富。
N4,い形容詞・な形容詞（補充・N4）,様々,さまざま,samazama,な形,各式各樣,店（みせ）には様々（さまざま）な商品（しょうひん）があります。,店裡有各式各樣的商品。
N4,い形容詞・な形容詞（補充・N4）,平ら,たいら,taira,な形,平坦,この道（みち）は平（たい）らで歩（ある）きやすいです。,這條路很平坦好走。
N4,い形容詞・な形容詞（補充・N4）,透明,とうめい,tōmei,な形,透明,川（かわ）の水（みず）が透明（とうめい）できれいです。,河水清澈透明很漂亮。
N4,い形容詞・な形容詞（補充・N4）,清潔,せいけつ,seiketsu,な形,清潔、乾淨,台所（だいどころ）はいつも清潔（せいけつ）にしています。,廚房總是保持乾淨。
N4,い形容詞・な形容詞（補充・N4）,新鮮,しんせん,shinsen,な形,新鮮,市場（いちば）で新鮮（しんせん）な魚（さかな）を買（か）いました。,在市場買了新鮮的魚。
N4,い形容詞・な形容詞（補充・N4）,派手,はで,hade,な形,華麗、花俏,彼女（かのじょ）は派手（はで）な服（ふく）が好（す）きです。,她喜歡花俏的衣服。
N4,い形容詞・な形容詞（補充・N4）,地味,じみ,jimi,な形,樸素、低調,兄（あに）は地味（じみ）な色（いろ）が好（す）きです。,哥哥喜歡樸素的顏色。
N4,い形容詞・な形容詞（補充・N4）,勝手,かって,katte,な形,隨便、任意,勝手（かって）に部屋（へや）に入（はい）らないでください。,請不要隨便進房間。
N4,い形容詞・な形容詞（補充・N4）,重要,じゅうよう,jūyō,な形,重要,これはとても重要（じゅうよう）な問題（もんだい）です。,這是非常重要的問題。
N4,い形容詞・な形容詞（補充・N4）,正直,しょうじき,shōjiki,な形,誠實、老實,彼（かれ）は正直（しょうじき）な人（ひと）です。,他是個誠實的人。
N4,い形容詞・な形容詞（補充・N4）,面倒,めんどう,mendō,な形,麻煩,料理（りょうり）を作（つく）るのは面倒（めんどう）です。,做菜很麻煩。
N4,い形容詞・な形容詞（補充・N4）,退屈,たいくつ,taikutsu,な形,無聊,授業（じゅぎょう）が退屈（たいくつ）で眠（ねむ）くなりました。,課很無聊，我想睡了。
N4,い形容詞・な形容詞（補充・N4）,正確,せいかく,seikaku,な形,正確,正確（せいかく）な時間（じかん）を教（おし）えてください。,請告訴我正確的時間。
N4,い形容詞・な形容詞（補充・N4）,満足,まんぞく,manzoku,な形,滿足、滿意,今回（こんかい）の旅行（りょこう）に満足（まんぞく）しています。,我對這次旅行很滿意。
N4,い形容詞・な形容詞（補充・N4）,素直,すなお,sunao,な形,坦率、乖巧,素直（すなお）に謝（あやま）ったほうがいいです。,坦率地道歉比較好。
N4,い形容詞・な形容詞（補充・N4）,無事,ぶじ,buji,な形,平安無事,無事（ぶじ）に家（いえ）に着（つ）きました。,平安地到家了。
N4,い形容詞・な形容詞（補充・N4）,意外,いがい,igai,な形,意外、出乎意料,試験（しけん）は意外（いがい）に簡単（かんたん）でした。,考試出乎意料地簡單。
N4,い形容詞・な形容詞（補充・N4）,単純,たんじゅん,tanjun,な形,單純、簡單,この問題（もんだい）は単純（たんじゅん）です。,這個問題很單純。
N4,い形容詞・な形容詞（補充・N4）,明らか,あきらか,akiraka,な形,明顯、清楚,彼（かれ）が嘘（うそ）をついたのは明（あき）らかです。,他說謊是很明顯的。
N4,い形容詞・な形容詞（補充・N4）,真剣,しんけん,shinken,な形,認真,彼（かれ）は真剣（しんけん）な顔（かお）で話（はな）しています。,他一臉認真地說著。
N4,い形容詞・な形容詞（補充・N4）,主要,しゅよう,shuyō,な形,主要,この町（まち）の主要（しゅよう）な駅（えき）はここです。,這個城鎮主要的車站就是這裡。
N4,い形容詞・な形容詞（補充・N4）,見事,みごと,migoto,な形,精彩、漂亮,彼（かれ）は見事（みごと）に試合（しあい）に勝（か）ちました。,他漂亮地贏得了比賽。
N4,い形容詞・な形容詞（補充・N4）,快適,かいてき,kaiteki,な形,舒適,新（あたら）しい部屋（へや）は快適（かいてき）です。,新房間很舒適。
N4,い形容詞・な形容詞（補充・N4）,幸福,こうふく,kōfuku,な形,幸福,家族（かぞく）と過（す）ごす時間（じかん）が幸福（こうふく）です。,和家人一起度過的時光很幸福。
N4,副詞・接続詞・カタカナ（補充・N4）,どうか,どうか,dōka,副,請、務必,どうか私（わたし）の話（はなし）を聞（き）いてください。,請務必聽我說。
N4,副詞・接続詞・カタカナ（補充・N4）,偶然,ぐうぜん,gūzen,副,偶然,駅（えき）で偶然（ぐうぜん）友（とも）だちに会（あ）いました。,在車站偶然遇見了朋友。
N4,副詞・接続詞・カタカナ（補充・N4）,たまたま,たまたま,tamatama,副,碰巧,たまたま近（ちか）くにいたので手伝（てつだ）いました。,因為碰巧在附近所以幫了忙。
N4,副詞・接続詞・カタカナ（補充・N4）,すっかり,すっかり,sukkari,副,完全、徹底,約束（やくそく）をすっかり忘（わす）れていました。,完全忘了約定。
N4,副詞・接続詞・カタカナ（補充・N4）,ちゃんと,ちゃんと,chanto,副,好好地、確實地,宿題（しゅくだい）はちゃんとやりました。,作業有好好做了。
N4,副詞・接続詞・カタカナ（補充・N4）,きちんと,きちんと,kichinto,副,整齊地、確實地,靴（くつ）をきちんと並（なら）べてください。,請把鞋子擺整齊。
N4,副詞・接続詞・カタカナ（補充・N4）,次第に,しだいに,shidai ni,副,逐漸,空（そら）が次第（しだい）に暗（くら）くなりました。,天空逐漸暗了下來。
N4,副詞・接続詞・カタカナ（補充・N4）,いよいよ,いよいよ,iyoiyo,副,終於、越發,いよいよ明日（あした）は試験（しけん）です。,明天終於要考試了。
N4,副詞・接続詞・カタカナ（補充・N4）,ようやく,ようやく,yōyaku,副,好不容易、終於,ようやく仕事（しごと）が終（お）わりました。,工作終於結束了。
N4,副詞・接続詞・カタカナ（補充・N4）,結局,けっきょく,kekkyoku,副,結果、終究,結局（けっきょく）、その日（ひ）は雨（あめ）でした。,結果那天下了雨。
N4,副詞・接続詞・カタカナ（補充・N4）,がっかり,がっかり,gakkari,副,失望,試合（しあい）に負（ま）けてがっかりしました。,輸了比賽很失望。
N4,副詞・接続詞・カタカナ（補充・N4）,びっくり,びっくり,bikkuri,副,嚇一跳,大（おお）きな音（おと）にびっくりしました。,被巨大的聲音嚇了一跳。
N4,副詞・接続詞・カタカナ（補充・N4）,うっかり,うっかり,ukkari,副,不留神、疏忽,うっかりして電車（でんしゃ）を降（お）りるのを忘（わす）れました。,一不小心忘了下電車。
N4,副詞・接続詞・カタカナ（補充・N4）,のんびり,のんびり,nonbiri,副,悠閒,日曜日（にちようび）は家（いえ）でのんびりします。,星期天在家悠閒地過。
N4,副詞・接続詞・カタカナ（補充・N4）,ぐっすり,ぐっすり,gussuri,副,熟睡貌,昨夜（ゆうべ）はぐっすり眠（ねむ）りました。,昨晚睡得很熟。
N4,副詞・接続詞・カタカナ（補充・N4）,たっぷり,たっぷり,tappuri,副,充分、滿滿,時間（じかん）はたっぷりあります。,時間很充裕。
N4,副詞・接続詞・カタカナ（補充・N4）,ぴったり,ぴったり,pittari,副,剛好、緊密,このサイズは私（わたし）にぴったりです。,這個尺寸很適合我。
N4,副詞・接続詞・カタカナ（補充・N4）,絶対,ぜったい,zettai,副,絕對,絶対（ぜったい）に約束（やくそく）を守（まも）ります。,絕對會遵守約定。
N4,副詞・接続詞・カタカナ（補充・N4）,非常に,ひじょうに,hijō ni,副,非常,この本（ほん）は非常（ひじょう）に役（やく）に立（た）ちます。,這本書非常有用。
N4,副詞・接続詞・カタカナ（補充・N4）,直接,ちょくせつ,chokusetsu,副,直接,本人（ほんにん）に直接（ちょくせつ）聞（き）いてみます。,我直接問本人看看。
