level,category,word,kana,romaji,pos,meaning_zh,example,example_zh
N3,サ変動詞（する）①：行為・思考,整理する,せいりする,seiri suru,動III,整理,机（つくえ）の上（うえ）を整理（せいり）しました。,整理了桌上。
N3,サ変動詞（する）①：行為・思考,処理する,しょりする,shori suru,動III,處理,仕事（しごと）を早（はや）く処理（しょり）します。,快速處理工作。
N3,サ変動詞（する）①：行為・思考,対応する,たいおうする,taiō suru,動III,應對,お客様（きゃくさま）に丁寧（ていねい）に対応（たいおう）します。,禮貌地應對客人。
N3,サ変動詞（する）①：行為・思考,対処する,たいしょする,taisho suru,動III,處置,トラブルに冷静（れいせい）に対処（たいしょ）しました。,冷靜地處理了糾紛。
N3,サ変動詞（する）①：行為・思考,工夫する,くふうする,kufū suru,動III,下功夫,料理（りょうり）の味（あじ）を工夫（くふう）しました。,在料理的味道上下了功夫。
N3,サ変動詞（する）①：行為・思考,検討する,けんとうする,kentō suru,動III,研討,提案（ていあん）について検討（けんとう）します。,針對提案進行探討。
N3,サ変動詞（する）①：行為・思考,反省する,はんせいする,hansei suru,動III,反省,自分（じぶん）の失敗（しっぱい）を反省（はんせい）しました。,反省自己的失敗。
N3,サ変動詞（する）①：行為・思考,後悔する,こうかいする,kōkai suru,動III,後悔,あの時（とき）の選択（せんたく）を後悔（こうかい）しています。,我後悔那時的選擇。
N3,サ変動詞（する）①：行為・思考,決断する,けつだんする,ketsudan suru,動III,決斷,社長（しゃちょう）が最後（さいご）に決断（けつだん）しました。,社長最後做了決斷。
N3,サ変動詞（する）②：社会・関係・移動,参加する,さんかする,sanka suru,動III,參加,マラソン大会（たいかい）に参加（さんか）します。,參加馬拉松大會。
N3,サ変動詞（する）②：社会・関係・移動,出席する,しゅっせきする,shusseki suru,動III,出席,明日（あした）の会議（かいぎ）に出席（しゅっせき）します。,出席明天的會議。
N3,サ変動詞（する）②：社会・関係・移動,欠席する,けっせきする,kesseki suru,動III,缺席,病気（びょうき）で学校（がっこう）を欠席（けっせき）しました。,因為生病沒去上學。
N3,サ変動詞（する）②：社会・関係・移動,協力する,きょうりょくする,kyōryoku suru,動III,合作,みんなで協力（きょうりょく）して掃除（そうじ）します。,大家合作打掃。
N3,サ変動詞（する）②：社会・関係・移動,提出する,ていしゅつする,teishutsu suru,動III,繳交,レポートを明日（あした）までに提出（ていしゅつ）します。,明天前繳交報告。
N3,サ変動詞（する）②：社会・関係・移動,提案する,ていあんする,teian suru,動III,提案,新（あたら）しい方法（ほうほう）を提案（ていあん）しました。,提出了新方法。
N3,サ変動詞（する）②：社会・関係・移動,応募する,おうぼする,ōbo suru,動III,應徵,アルバイトに応募（おうぼ）しました。,應徵了打工。
N3,サ変動詞（する）②：社会・関係・移動,応援する,おうえんする,ōen suru,動III,加油,弟（おとうと）のチームを応援（おうえん）します。,為弟弟的隊伍加油。
N3,サ変動詞（する）②：社会・関係・移動,支援する,しえんする,shien suru,動III,支援,困（こま）っている人（ひと）を支援（しえん）します。,支援有困難的人。
N3,サ変動詞（する）②：社会・関係・移動,援助する,えんじょする,enjo suru,動III,援助,政府（せいふ）が被災地（ひさいち）を援助（えんじょ）しました。,政府援助了災區。
N3,サ変動詞（する）②：社会・関係・移動,貢献する,こうけんする,kōken suru,動III,貢獻,彼（かれ）は社会（しゃかい）に大（おお）きく貢献（こうけん）しました。,他對社會有很大貢獻。
N3,サ変動詞（する）②：社会・関係・移動,担当する,たんとうする,tantō suru,動III,負責,私（わたし）が受付（うけつけ）を担当（たんとう）します。,我負責櫃檯。
N3,サ変動詞（する）②：社会・関係・移動,担任する,たんにんする,tannin suru,動III,擔任導師,田中（たなか）先生（せんせい）が一年生（いちねんせい）を担任（たんにん）します。,田中老師擔任一年級的導師。
N3,サ変動詞（する）②：社会・関係・移動,指導する,しどうする,shidō suru,動III,指導,コーチが選手（せんしゅ）を指導（しどう）します。,教練指導選手。
N3,サ変動詞（する）②：社会・関係・移動,指示する,しじする,shiji suru,動III,指示,部長（ぶちょう）が仕事（しごと）を指示（しじ）しました。,部長指示了工作。
N3,サ変動詞（する）②：社会・関係・移動,命令する,めいれいする,meirei suru,動III,命令,隊長（たいちょう）が部下（ぶか）に命令（めいれい）しました。,隊長對部下下了命令。
N3,サ変動詞（する）②：社会・関係・移動,依頼する,いらいする,irai suru,動III,委託,会社（かいしゃ）に修理（しゅうり）を依頼（いらい）しました。,委託公司修理。
N3,サ変動詞（する）②：社会・関係・移動,要求する,ようきゅうする,yōkyū suru,動III,要求,お客（きゃく）さんが返金（へんきん）を要求（ようきゅう）しました。,客人要求退款。
N3,サ変動詞（する）②：社会・関係・移動,請求する,せいきゅうする,seikyū suru,動III,請款,会社（かいしゃ）に交通費（こうつうひ）を請求（せいきゅう）します。,向公司請領交通費。
N3,サ変動詞（する）②：社会・関係・移動,許可する,きょかする,kyoka suru,動III,許可,先生（せんせい）が外出（がいしゅつ）を許可（きょか）しました。,老師允許外出。
N3,サ変動詞（する）②：社会・関係・移動,禁止する,きんしする,kinshi suru,動III,禁止,ここでは駐車（ちゅうしゃ）を禁止（きんし）しています。,這裡禁止停車。
N3,サ変動詞（する）②：社会・関係・移動,制限する,せいげんする,seigen suru,動III,限制,入場（にゅうじょう）の人数（にんずう）を制限（せいげん）します。,限制入場人數。
N3,サ変動詞（する）②：社会・関係・移動,保護する,ほごする,hogo suru,動III,保護,森（もり）の動物（どうぶつ）を保護（ほご）します。,保護森林裡的動物。
N3,サ変動詞（する）②：社会・関係・移動,保存する,ほぞんする,hozon suru,動III,保存,写真（しゃしん）をパソコンに保存（ほぞん）しました。,把照片存到電腦裡。
N3,サ変動詞（する）②：社会・関係・移動,保管する,ほかんする,hokan suru,動III,保管,大切（たいせつ）な書類（しょるい）を金庫（きんこ）に保管（ほかん）します。,把重要文件保管在保險箱。
N3,サ変動詞（する）②：社会・関係・移動,管理する,かんりする,kanri suru,動III,管理,社長（しゃちょう）がお金（かね）を管理（かんり）します。,社長管理金錢。
N3,サ変動詞（する）②：社会・関係・移動,経営する,けいえいする,keiei suru,動III,經營,父（ちち）は小（ちい）さな店（みせ）を経営（けいえい）しています。,父親經營一家小店。
N3,サ変動詞（する）②：社会・関係・移動,営業する,えいぎょうする,eigyō suru,動III,營業,この店（みせ）は夜（よる）十時（じゅうじ）まで営業（えいぎょう）します。,這家店營業到晚上十點。
N3,サ変動詞（する）②：社会・関係・移動,運営する,うんえいする,un'ei suru,動III,營運,ボランティアがイベントを運営（うんえい）します。,志工營運活動。
N3,サ変動詞（する）②：社会・関係・移動,操作する,そうさする,sōsa suru,動III,操作,機械（きかい）を正（ただ）しく操作（そうさ）します。,正確地操作機器。
N3,サ変動詞（する）②：社会・関係・移動,利用する,りようする,riyō suru,動III,利用,図書館（としょかん）を利用（りよう）して勉強（べんきょう）します。,利用圖書館念書。
N3,サ変動詞（する）②：社会・関係・移動,活用する,かつようする,katsuyō suru,動III,活用,習（なら）った知識（ちしき）を活用（かつよう）します。,活用學到的知識。
N3,サ変動詞（する）②：社会・関係・移動,応用する,おうようする,ōyō suru,動III,應用,基本（きほん）を応用（おうよう）して問題（もんだい）を解（と）きます。,應用基礎來解題。
N3,サ変動詞（する）②：社会・関係・移動,使用する,しようする,shiyō suru,動III,使用,この部屋（へや）は会議（かいぎ）に使用（しよう）します。,這個房間用於開會。
N3,サ変動詞（する）②：社会・関係・移動,消費する,しょうひする,shōhi suru,動III,消費,若者（わかもの）はエネルギーを多（おお）く消費（しょうひ）します。,年輕人消耗很多能量。
N3,サ変動詞（する）②：社会・関係・移動,生産する,せいさんする,seisan suru,動III,生產,この工場（こうじょう）は車（くるま）を生産（せいさん）します。,這家工廠生產汽車。
N3,サ変動詞（する）②：社会・関係・移動,製造する,せいぞうする,seizō suru,動III,製造,会社（かいしゃ）はおもちゃを製造（せいぞう）しています。,公司製造玩具。
N3,サ変動詞（する）②：社会・関係・移動,輸出する,ゆしゅつする,yushutsu suru,動III,出口,日本（にほん）は車（くるま）を海外（かいがい）へ輸出（ゆしゅつ）します。,日本把汽車出口到海外。
N3,サ変動詞（する）②：社会・関係・移動,輸入する,ゆにゅうする,yunyū suru,動III,進口,日本（にほん）は石油（せきゆ）を輸入（ゆにゅう）します。,日本進口石油。
N3,サ変動詞（する）②：社会・関係・移動,販売する,はんばいする,hanbai suru,動III,販售,新（あたら）しい商品（しょうひん）を販売（はんばい）します。,販售新商品。
N3,サ変動詞（する）②：社会・関係・移動,購入する,こうにゅうする,kōnyū suru,動III,購買,新（あたら）しいパソコンを購入（こうにゅう）しました。,購買了新電腦。
N3,サ変動詞（する）②：社会・関係・移動,注文する,ちゅうもんする,chūmon suru,動III,點餐／訂購,レストランでピザを注文（ちゅうもん）しました。,在餐廳點了披薩。
N3,サ変動詞（する）②：社会・関係・移動,契約する,けいやくする,keiyaku suru,動III,簽約,新（あたら）しい家（いえ）を契約（けいやく）しました。,簽了新房子的合約。
N3,サ変動詞（する）②：社会・関係・移動,交換する,こうかんする,kōkan suru,動III,交換,友達（ともだち）と連絡先（れんらくさき）を交換（こうかん）しました。,和朋友交換了聯絡方式。
N3,サ変動詞（する）②：社会・関係・移動,交流する,こうりゅうする,kōryū suru,動III,交流,外国（がいこく）の学生（がくせい）と交流（こうりゅう）します。,和外國學生交流。
N3,サ変動詞（する）②：社会・関係・移動,通信する,つうしんする,tsūshin suru,動III,通訊,インターネットで世界中（せかいじゅう）と通信（つうしん）できます。,透過網路可以和全世界通訊。
N3,サ変動詞（する）②：社会・関係・移動,放送する,ほうそうする,hōsō suru,動III,播出,試合（しあい）をテレビで放送（ほうそう）します。,比賽在電視上播出。
N3,サ変動詞（する）②：社会・関係・移動,発売する,はつばいする,hatsubai suru,動III,發售,来月（らいげつ）、新（あたら）しい本（ほん）を発売（はつばい）します。,下個月發售新書。
N3,サ変動詞（する）②：社会・関係・移動,宣伝する,せんでんする,senden suru,動III,宣傳,テレビで新製品（しんせいひん）を宣伝（せんでん）します。,在電視上宣傳新產品。
N3,サ変動詞（する）②：社会・関係・移動,広告する,こうこくする,kōkoku suru,動III,廣告,会社（かいしゃ）は雑誌（ざっし）で商品（しょうひん）を広告（こうこく）します。,公司在雜誌上為商品做廣告。
N3,サ変動詞（する）②：社会・関係・移動,訪問する,ほうもんする,hōmon suru,動III,拜訪,先生（せんせい）のお宅（たく）を訪問（ほうもん）しました。,拜訪了老師的家。
N3,サ変動詞（する）②：社会・関係・移動,見学する,けんがくする,kengaku suru,動III,參觀,工場（こうじょう）を見学（けんがく）しました。,參觀了工廠。
N3,サ変動詞（する）②：社会・関係・移動,移動する,いどうする,idō suru,動III,移動,バスで次（つぎ）の町（まち）へ移動（いどう）します。,搭巴士移動到下一個城鎮。
N3,サ変動詞（する）②：社会・関係・移動,移住する,いじゅうする,ijū suru,動III,移居,家族（かぞく）で田舎（いなか）に移住（いじゅう）しました。,全家移居到鄉下。
N3,サ変動詞（する）②：社会・関係・移動,引越しする,ひっこしする,hikkoshi suru,動III,搬家,来月（らいげつ）、新（あたら）しい家（いえ）に引越（ひっこ）しします。,下個月搬到新家。
N3,サ変動詞（する）②：社会・関係・移動,帰国する,きこくする,kikoku suru,動III,回國,兄（あに）は来週（らいしゅう）日本（にほん）に帰国（きこく）します。,哥哥下週回日本。
N3,サ変動詞（する）②：社会・関係・移動,留学する,りゅうがくする,ryūgaku suru,動III,留學,姉（あね）はアメリカに留学（りゅうがく）しています。,姊姊在美國留學。
N3,サ変動詞（する）②：社会・関係・移動,就職する,しゅうしょくする,shūshoku suru,動III,就業,大学（だいがく）を出（で）て銀行（ぎんこう）に就職（しゅうしょく）しました。,大學畢業後進了銀行工作。
N3,サ変動詞（する）②：社会・関係・移動,退職する,たいしょくする,taishoku suru,動III,離職,父（ちち）は今年（ことし）会社（かいしゃ）を退職（たいしょく）します。,父親今年從公司退休。
N3,サ変動詞（する）②：社会・関係・移動,出勤する,しゅっきんする,shukkin suru,動III,上班,毎朝（まいあさ）八時（はちじ）に出勤（しゅっきん）します。,每天早上八點上班。
N3,サ変動詞（する）②：社会・関係・移動,通勤する,つうきんする,tsūkin suru,動III,通勤,電車（でんしゃ）で会社（かいしゃ）に通勤（つうきん）しています。,搭電車通勤上班。
N3,サ変動詞（する）②：社会・関係・移動,通学する,つうがくする,tsūgaku suru,動III,上下學,自転車（じてんしゃ）で学校（がっこう）に通学（つうがく）しています。,騎腳踏車上下學。
N3,サ変動詞（する）②：社会・関係・移動,卒業する,そつぎょうする,sotsugyō suru,動III,畢業,来年（らいねん）大学（だいがく）を卒業（そつぎょう）します。,明年從大學畢業。
N3,サ変動詞（する）②：社会・関係・移動,入学する,にゅうがくする,nyūgaku suru,動III,入學,妹（いもうと）は今年（ことし）小学校（しょうがっこう）に入学（にゅうがく）しました。,妹妹今年上了小學。
N3,サ変動詞（する）②：社会・関係・移動,進学する,しんがくする,shingaku suru,動III,升學,高校（こうこう）を出（で）て大学（だいがく）に進学（しんがく）します。,高中畢業後升上大學。
N3,サ変動詞（する）②：社会・関係・移動,合格する,ごうかくする,gōkaku suru,動III,考上,難（むずか）しい試験（しけん）に合格（ごうかく）しました。,通過了困難的考試。
N3,サ変動詞（する）②：社会・関係・移動,登録する,とうろくする,tōroku suru,動III,註冊,サイトに名前（なまえ）を登録（とうろく）しました。,在網站上註冊了名字。
N3,サ変動詞（する）②：社会・関係・移動,予約する,よやくする,yoyaku suru,動III,預約,レストランの席（せき）を予約（よやく）しました。,預約了餐廳的位子。
N3,サ変動詞（する）②：社会・関係・移動,予定する,よていする,yotei suru,動III,預定,来月（らいげつ）、旅行（りょこう）を予定（よてい）しています。,預定下個月旅行。
N3,動詞（五段）①：う・く・ぐ・す行,扱う,あつかう,atsukau,動I,對待；操作、處理,この機械（きかい）は注意（ちゅうい）して扱（あつか）ってください。,這台機器請小心操作。
N3,動詞（五段）①：う・く・ぐ・す行,味わう,あじわう,ajiwau,動I,品嘗；體會,ゆっくり料理（りょうり）を味（あじ）わいました。,慢慢地品嘗了料理。
N3,動詞（五段）①：う・く・ぐ・す行,争う,あらそう,arasou,動I,爭奪；爭吵,二人（ふたり）は一位（いちい）を争（あらそ）っています。,兩個人在爭奪第一名。
N3,動詞（五段）①：う・く・ぐ・す行,疑う,うたがう,utagau,動I,懷疑,彼（かれ）の言葉（ことば）を疑（うたが）っています。,我在懷疑他說的話。
N3,動詞（五段）①：う・く・ぐ・す行,従う,したがう,shitagau,動I,遵從；跟隨,規則（きそく）に従（したが）ってください。,請遵守規則。
N3,動詞（五段）①：う・く・ぐ・す行,支払う,しはらう,shiharau,動I,支付,料金（りょうきん）を現金（げんきん）で支払（しはら）いました。,用現金支付了費用。
N3,動詞（五段）①：う・く・ぐ・す行,補う,おぎなう,oginau,動I,補足；彌補,足（た）りない分（ぶん）を補（おぎな）います。,補足不夠的部分。
N3,動詞（五段）①：う・く・ぐ・す行,狙う,ねらう,nerau,動I,瞄準；企圖,優勝（ゆうしょう）を狙（ねら）っています。,以奪冠為目標。
N3,動詞（五段）①：う・く・ぐ・す行,祝う,いわう,iwau,動I,祝賀,友達（ともだち）の誕生日（たんじょうび）を祝（いわ）いました。,慶祝了朋友的生日。
N3,動詞（五段）①：う・く・ぐ・す行,這う,はう,hau,動I,爬行,赤（あか）ちゃんが床（ゆか）を這（は）っています。,嬰兒在地板上爬。
N3,動詞（五段）①：う・く・ぐ・す行,嫌う,きらう,kirau,動I,討厭,彼（かれ）は虫（むし）を嫌（きら）っています。,他討厭蟲子。
N3,動詞（五段）①：う・く・ぐ・す行,敬う,うやまう,uyamau,動I,尊敬,先生（せんせい）を敬（うやま）っています。,尊敬老師。
N3,動詞（五段）①：う・く・ぐ・す行,慕う,したう,shitau,動I,仰慕；思慕,学生（がくせい）はその先生（せんせい）を慕（した）っています。,學生們仰慕那位老師。
N3,動詞（五段）①：う・く・ぐ・す行,奪う,うばう,ubau,動I,奪取,泥棒（どろぼう）がお金（かね）を奪（うば）いました。,小偷奪走了錢。
N3,動詞（五段）①：う・く・ぐ・す行,救う,すくう,sukuu,動I,拯救,その医者（いしゃ）は多（おお）くの命（いのち）を救（すく）いました。,那位醫生救了許多性命。
N3,動詞（五段）①：う・く・ぐ・す行,描く,えがく,egaku,動I,描繪,彼女（かのじょ）は美（うつく）しい絵（え）を描（えが）きます。,她畫美麗的畫。
N3,動詞（五段）①：う・く・ぐ・す行,築く,きずく,kizuku,動I,建立；構築,二人（ふたり）は信頼（しんらい）を築（きず）きました。,兩人建立了信賴。
N3,動詞（五段）①：う・く・ぐ・す行,導く,みちびく,michibiku,動I,引導,チームを勝利（しょうり）に導（みちび）きました。,帶領隊伍走向勝利。
N3,動詞（五段）①：う・く・ぐ・す行,招く,まねく,maneku,動I,招待；招致,友達（ともだち）を家（いえ）に招（まね）きました。,邀請朋友來家裡。
N3,動詞（五段）①：う・く・ぐ・す行,傾く,かたむく,katamuku,動I,傾斜,その絵（え）が少（すこ）し傾（かたむ）いています。,那幅畫有點歪了。
N3,動詞（五段）①：う・く・ぐ・す行,響く,ひびく,hibiku,動I,回響；影響,鐘（かね）の音（おと）が町（まち）に響（ひび）きました。,鐘聲在城裡回響。
N3,動詞（五段）①：う・く・ぐ・す行,輝く,かがやく,kagayaku,動I,閃耀,空（そら）に星（ほし）が輝（かがや）いています。,星星在天空中閃耀。
N3,動詞（五段）①：う・く・ぐ・す行,効く,きく,kiku,動I,有效,この薬（くすり）はよく効（き）きます。,這種藥很有效。
N3,動詞（五段）①：う・く・ぐ・す行,裂く,さく,saku,動I,撕開,紙（かみ）を二（ふた）つに裂（さ）きました。,把紙撕成了兩半。
N3,動詞（五段）①：う・く・ぐ・す行,敷く,しく,shiku,動I,鋪,床（ゆか）に布団（ふとん）を敷（し）きました。,在地板上鋪了被褥。
N3,動詞（五段）①：う・く・ぐ・す行,突く,つく,tsuku,動I,戳；刺,棒（ぼう）で地面（じめん）を突（つ）きました。,用棍子戳了地面。
N3,動詞（五段）①：う・く・ぐ・す行,剥く,むく,muku,動I,剝（皮）,りんごの皮（かわ）を剥（む）きました。,削了蘋果皮。
N3,動詞（五段）①：う・く・ぐ・す行,覗く,のぞく,nozoku,動I,窺看,窓（まど）から中（なか）を覗（のぞ）きました。,從窗戶往裡面看。
N3,動詞（五段）①：う・く・ぐ・す行,呟く,つぶやく,tsubuyaku,動I,嘟囔；低語,彼（かれ）は小（ちい）さな声（こえ）で呟（つぶや）きました。,他小聲地嘟囔著。
N3,動詞（五段）①：う・く・ぐ・す行,頷く,うなずく,unazuku,動I,點頭,彼女（かのじょ）は黙（だま）って頷（うなず）きました。,她默默地點了頭。
N3,動詞（五段）①：う・く・ぐ・す行,稼ぐ,かせぐ,kasegu,動I,賺（錢）,アルバイトでお金（かね）を稼（かせ）ぎます。,靠打工賺錢。
N3,動詞（五段）①：う・く・ぐ・す行,防ぐ,ふせぐ,fusegu,動I,防止,風邪（かぜ）を防（ふせ）ぐために手（て）を洗（あら）います。,為了預防感冒而洗手。
N3,動詞（五段）①：う・く・ぐ・す行,凌ぐ,しのぐ,shinogu,動I,忍耐；勝過,暑（あつ）さを何（なん）とか凌（しの）ぎました。,好不容易熬過了炎熱。
N3,動詞（五段）①：う・く・ぐ・す行,移す,うつす,utsusu,動I,移動；轉移,荷物（にもつ）を別（べつ）の部屋（へや）に移（うつ）しました。,把行李搬到了別的房間。
N3,動詞（五段）①：う・く・ぐ・す行,表す,あらわす,arawasu,動I,表達；表示,気持（きも）ちを言葉（ことば）で表（あらわ）します。,用言語表達心情。
N3,動詞（五段）①：う・く・ぐ・す行,覚ます,さます,samasu,動I,喚醒；醒,大（おお）きな音（おと）で目（め）を覚（さ）ましました。,被巨響吵醒了。
N3,動詞（五段）①：う・く・ぐ・す行,冷ます,さます,samasu,動I,使冷卻,熱（あつ）いスープを少（すこ）し冷（さ）まします。,把熱湯稍微放涼。
N3,動詞（五段）①：う・く・ぐ・す行,記す,しるす,shirusu,動I,記載；寫下,名前（なまえ）をノートに記（しる）しました。,把名字寫在筆記本上。
N3,動詞（五段）①：う・く・ぐ・す行,示す,しめす,shimesu,動I,表示；出示,地図（ちず）で道（みち）を示（しめ）しました。,用地圖指出了路。
N3,動詞（五段）①：う・く・ぐ・す行,増す,ます,masu,動I,增加,雨（あめ）で川（かわ）の水（みず）が増（ま）しました。,因為下雨河水增加了。
N3,動詞（五段）①：う・く・ぐ・す行,満たす,みたす,mitasu,動I,填滿；滿足,条件（じょうけん）を満（み）たしています。,符合條件。
N3,動詞（五段）①：う・く・ぐ・す行,戻す,もどす,modosu,動I,歸還；放回,本（ほん）を棚（たな）に戻（もど）しました。,把書放回架上了。
N3,動詞（五段）①：う・く・ぐ・す行,許す,ゆるす,yurusu,動I,原諒；允許,彼（かれ）の失敗（しっぱい）を許（ゆる）しました。,原諒了他的失敗。
N3,動詞（五段）①：う・く・ぐ・す行,促す,うながす,unagasu,動I,催促；促使,先生（せんせい）は学生（がくせい）に発言（はつげん）を促（うなが）しました。,老師促使學生發言。
N3,動詞（五段）①：う・く・ぐ・す行,通す,とおす,tōsu,動I,使通過；穿過,お客（きゃく）さんを部屋（へや）に通（とお）しました。,把客人請進了房間。
N3,動詞（五段）①：う・く・ぐ・す行,志す,こころざす,kokorozasu,動I,立志,彼（かれ）は医者（いしゃ）を志（こころざ）しています。,他立志成為醫生。
N3,動詞（五段）①：う・く・ぐ・す行,尽くす,つくす,tsukusu,動I,竭盡,彼（かれ）は最善（さいぜん）を尽（つ）くしました。,他盡了全力。
N3,動詞（五段）①：う・く・ぐ・す行,交わす,かわす,kawasu,動I,交換；互相,二人（ふたり）は挨拶（あいさつ）を交（か）わしました。,兩人互相打了招呼。
N3,動詞（五段）①：う・く・ぐ・す行,費やす,ついやす,tsuiyasu,動I,花費,多（おお）くの時間（じかん）を費（つい）やしました。,花費了很多時間。
N3,動詞（五段）①：う・く・ぐ・す行,及ぼす,およぼす,oyobosu,動I,波及；帶來（影響）,天気（てんき）は農業（のうぎょう）に影響（えいきょう）を及（およ）ぼします。,天氣會對農業造成影響。
N3,動詞（五段）①：う・く・ぐ・す行,燃やす,もやす,moyasu,動I,燃燒,庭（にわ）で落（お）ち葉（ば）を燃（も）やしました。,在院子裡燒了落葉。
N3,動詞（五段）①：う・く・ぐ・す行,生やす,はやす,hayasu,動I,使生長；留（鬍子）,彼（かれ）は髭（ひげ）を生（は）やしています。,他留著鬍子。
N3,動詞（五段）①：う・く・ぐ・す行,逃す,のがす,nogasu,動I,錯過；放走,最終（さいしゅう）電車（でんしゃ）を逃（のが）しました。,錯過了末班電車。
N3,動詞（五段）①：う・く・ぐ・す行,外す,はずす,hazusu,動I,取下；離開,眼鏡（めがね）を外（はず）しました。,把眼鏡摘下來了。
N3,動詞（五段）①：う・く・ぐ・す行,崩す,くずす,kuzusu,動I,弄垮；打亂,積（つ）んだ箱（はこ）を崩（くず）してしまいました。,把堆好的箱子弄垮了。
N3,動詞（五段）①：う・く・ぐ・す行,潰す,つぶす,tsubusu,動I,壓碎；消磨,空（あ）き缶（かん）を足（あし）で潰（つぶ）しました。,用腳把空罐踩扁了。
N3,動詞（五段）②：む・ぶ・つ・ぬ・る行,悼む,いたむ,itamu,動I,哀悼,みんなで亡（な）くなった人（ひと）を悼（いた）みました。,大家一起哀悼逝者。
N3,動詞（五段）②：む・ぶ・つ・ぬ・る行,惜しむ,おしむ,oshimu,動I,惋惜；珍惜,別（わか）れを惜（お）しみました。,捨不得離別。
N3,動詞（五段）②：む・ぶ・つ・ぬ・る行,刻む,きざむ,kizamu,動I,切碎；銘刻,野菜（やさい）を細（こま）かく刻（きざ）みました。,把蔬菜切得很碎。
N3,動詞（五段）②：む・ぶ・つ・ぬ・る行,積む,つむ,tsumu,動I,堆積；累積,トラックに荷物（にもつ）を積（つ）みました。,把貨物裝到卡車上了。
N3,動詞（五段）②：む・ぶ・つ・ぬ・る行,望む,のぞむ,nozomu,動I,希望；盼望,みんなの成功（せいこう）を望（のぞ）んでいます。,盼望大家都成功。
N3,動詞（五段）②：む・ぶ・つ・ぬ・る行,挟む,はさむ,hasamu,動I,夾,本（ほん）にしおりを挟（はさ）みました。,在書裡夾了書籤。
N3,動詞（五段）②：む・ぶ・つ・ぬ・る行,含む,ふくむ,fukumu,動I,包含,この値段（ねだん）は税金（ぜいきん）を含（ふく）んでいます。,這個價格含稅。
N3,動詞（五段）②：む・ぶ・つ・ぬ・る行,好む,このむ,konomu,動I,喜好,彼（かれ）は静（しず）かな場所（ばしょ）を好（この）みます。,他喜歡安靜的地方。
N3,動詞（五段）②：む・ぶ・つ・ぬ・る行,恨む,うらむ,uramu,動I,怨恨,彼（かれ）を恨（うら）んではいません。,我並不怨恨他。
N3,動詞（五段）②：む・ぶ・つ・ぬ・る行,憎む,にくむ,nikumu,動I,憎恨,戦争（せんそう）を憎（にく）んでいます。,憎恨戰爭。
N3,動詞（五段）②：む・ぶ・つ・ぬ・る行,拝む,おがむ,ogamu,動I,膜拜；合掌,神社（じんじゃ）で手（て）を合（あ）わせて拝（おが）みました。,在神社合掌參拜。
N3,動詞（五段）②：む・ぶ・つ・ぬ・る行,噛む,かむ,kamu,動I,咬；咀嚼,よく噛（か）んで食（た）べてください。,請充分咀嚼後再吃。
N3,動詞（五段）②：む・ぶ・つ・ぬ・る行,縮む,ちぢむ,chijimu,動I,縮小；縮水,セーターが洗濯（せんたく）で縮（ちぢ）みました。,毛衣洗過之後縮水了。
N3,動詞（五段）②：む・ぶ・つ・ぬ・る行,澄む,すむ,sumu,動I,清澈,山（やま）の空気（くうき）が澄（す）んでいます。,山裡的空氣很清澈。
N3,動詞（五段）②：む・ぶ・つ・ぬ・る行,学ぶ,まなぶ,manabu,動I,學習,大学（だいがく）で経済（けいざい）を学（まな）んでいます。,在大學學習經濟。
N3,動詞（五段）②：む・ぶ・つ・ぬ・る行,叫ぶ,さけぶ,sakebu,動I,喊叫,彼（かれ）は大（おお）きな声（こえ）で叫（さけ）びました。,他大聲喊叫。
N3,動詞（五段）②：む・ぶ・つ・ぬ・る行,結ぶ,むすぶ,musubu,動I,繫；結合,靴（くつ）の紐（ひも）を結（むす）びました。,繫好了鞋帶。
N3,動詞（五段）②：む・ぶ・つ・ぬ・る行,及ぶ,およぶ,oyobu,動I,達到；波及,被害（ひがい）は町（まち）全体（ぜんたい）に及（およ）びました。,災情波及了整個城鎮。
N3,動詞（五段）②：む・ぶ・つ・ぬ・る行,滅ぶ,ほろぶ,horobu,動I,滅亡,その国（くに）は昔（むかし）滅（ほろ）びました。,那個國家在很久以前滅亡了。
N3,動詞（五段）②：む・ぶ・つ・ぬ・る行,忍ぶ,しのぶ,shinobu,動I,忍耐；隱藏行蹤,人目（ひとめ）を忍（しの）んで会（あ）いました。,避人耳目地見了面。
N3,動詞（五段）②：む・ぶ・つ・ぬ・る行,綻ぶ,ほころぶ,hokorobu,動I,綻放；綻開,春（はる）になり花（はな）が綻（ほころ）びました。,到了春天花朵綻放了。
N3,動詞（五段）②：む・ぶ・つ・ぬ・る行,保つ,たもつ,tamotsu,動I,保持,部屋（へや）を清潔（せいけつ）に保（たも）ちます。,把房間保持乾淨。
N3,動詞（五段）②：む・ぶ・つ・ぬ・る行,経つ,たつ,tatsu,動I,（時間）流逝,あれから三年（さんねん）が経（た）ちました。,從那時起過了三年。
N3,動詞（五段）②：む・ぶ・つ・ぬ・る行,建つ,たつ,tatsu,動I,（建築物）建成,駅前（えきまえ）に新（あたら）しいビルが建（た）ちました。,車站前蓋了新的大樓。
N3,動詞（五段）②：む・ぶ・つ・ぬ・る行,放つ,はなつ,hanatsu,動I,放出；發射,花（はな）がいい香（かお）りを放（はな）っています。,花散發著好聞的香氣。
